"Country","Year","Debt","RGDP","GDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","dRGDP","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI"
"Canada",1947,17695,,,,15120,,91445.004,,,,14.0574,,,,,,,,,,
"Canada",1948,17190,,,,16343,,93120.972,,,,14.4412,,,,,,,,,,
"Canada",1949,16937,,,,18006,13657,95146.1,,,,2.1826,,,,,,,,,,
"Canada",1950,16726,,,,21170,15073,102164,,,,5.3183,,,,,,,,,,
"Canada",1951,16718,,,,23995,18765,107960,,,,11.7117,,,,,,,,,,
"Canada",1952,16819,,,,25020,20732,115816,,,,-1.4821,,,,,,,,,,
"Canada",1953,17357,,,,24871,21013,121228,,,,-1.1134,,,,,,,,,,
"Canada",1954,17558,,,,27132,22799,120390,,,,-0.3223,,,,,,,,,,
"Canada",1955,17561,,,,30585,24278,131633,,,,0.7514,,,,,,,,,,
"Canada",1956,18698,,,,31909,27462,142282,,,,2.5934,,,,,,,,,,
"Canada",1957,17962,,,,32894,29248,146402,,,,1.6642,,,,,,,,,,
"Canada",1958,18030,,,,34915,29207,149021,,,,1.7434,,,,,,,,,,
"Canada",1959,19708,,,,36287,30958,155062,,,,1.2503,,,,,,,,,,
"Canada",1960,20399,,,,39.448,33058,159880,,,,0.9526,,,,,,,,,,
"Canada",1961,20864,,,,41.173,39245,164598,,,,0.6292,,,,,,,,,,
"Canada",1962,22775,,,,44.665,42295,176130,,,,1.72,,,,,,,,,,
"Canada",1963,24494,,,,47.961,45661,185041,,,,1.8953,,,,,,,,,,
"Canada",1964,26212,,,,52.549,50334,197098,,,,1.5694,,,,,,,,,,
"Canada",1965,26838,,,,57.93,55828,210203,,,,2.5945,,,,,,,,,,
"Canada",1966,27738,,,,64.818,54569,223832,,,,3.6851,,,,,,,,,,
"Canada",1967,29844,,,,69.698,59700,230647,,,,3.2219,,,,,,,,,,
"Canada",1968,32008,,,,76.131,63750,242703,,,,3.6668,,,,,,,,,,
"Canada",1969,34355,,,,83.825,69418,255497,,,,4.6755,,,,,,,,,,
"Canada",1970,35820,,,,90.179,79877,262098,,,,2.4679,,,,,,,,,,
"Canada",1971,39930,,,,98.429,89105,276694,,,,2.8372,,,,,,,,,,
"Canada",1972,43762,,,,109.913,98406,291314,,,,5.3437,,,,,,,,,,
"Canada",1973,46211,,,,128.956,111852,312176,,,,11.4992,,,,,,,,,,
"Canada",1974,49057,,,,154.038,129730,324928,,,,14.1499,,,,,,,,,,
"Canada",1975,55125,,,,173.621,148702,332269,,,,9.3151,,,,,,,,,,
"Canada",1976,61928,,,,199.994,170709,350467,,,,6.964,,,,,,,,,,
"Canada",1977,69735,,,,220.973,191532,362245,,,,8.4885,,,,,,,,,,
"Canada",1978,82355,,,,244.877,241225,376894,,,,8.7732,,,,,,,,,,
"Canada",1979,100492,,,,279.577,266107,392561,,,,9.3338,,,,,,,,,,
"Canada",1980,110611,,,,314.39,314698,397814,1025780,,,10.107,,,,,,,,,,
"Canada",1981,127665,,,,360.471,360827,410164,1041654,,,12.472,,,,,,,,,,
"Canada",1982,144505,,,,379.859,399185,397671,1042956,,,10.769,,,,,,,,,,
"Canada",1983,173091,,,,411.386,443475,409246,1083286,,,5.864,,,,,,,,,,
"Canada",1984,209304,,,,449.582,498656,432711,1147136,,,4.305,,,,,,,,,,
"Canada",1985,250515,,,,485.714,552432,456107,1208554,,,3.962,,,,,,,,,,
"Canada",1986,284037,,,,512.541,570893,468055,1257350,,,4.195,,,,,,,,,,
"Canada",1987,318277,,,,558.949,622867,487138,1279731,,,4.356,,,,,,,,,,
"Canada",1988,349894,,,,613.094,652073,510815,1277519,,,4.028,,,,,,,,,,
"Canada",1989,379993,,,,657.728,695771,523177,1290263,,,4.984,,,,,,,,,,
"Canada",1990,406606,,,,679.921,736295,524475,1315133,,,4.78,,,,,,,,,,
"Canada",1991,444557,,,,685.367,775727,513291.9201,1355963,,,5.626,,,,,,,,,,
"Canada",1992,476104,,,,700.48,797314,517778.7606,1403735,,,1.49,,,,,,,,,,
"Canada",1993,514357,,,,727.184,838297,529920.6972,1442852,,,1.865,,,,,,,,,,
"Canada",1994,557604,,,,770.873,878806,555411.2016,1515736,,,0.136,,,,,,,,,,
"Canada",1995,595877,,,,810.426,943437,570868.2258,1579190,,,2.189,,,,,,,,,,
"Canada",1996,634939,,,,836.864,1032990,580059.7477,1659725,,,1.58,,,,,,,,,,
"Canada",1997,651124,,,,882.733,1119180,604681.7889,1749228,,,1.612,,,,,,,,,,
"Canada",1998,645725,,,,914.973,1140360,629755,1796156,,,0.987,,,,,,,,,,
"Canada",1999,648389,,,,982.441,1240430,664604,1832542,,,1.744,,,,,,,,,,
"Canada",2000,648212,,,,1076.58,1481240,699382,1892165,,,2.738,,,,,,,,,,
"Canada",2001,644900,,,,1108.05,1536890,709074,1929822,,,2.507,,,,,,,,,,
"Canada",2002,640526,,,,1152.91,1532310,732692,1958809,,,2.276,,,,,,,,,,
"Canada",2003,629638,,,,1213.18,1593830,746491,1978662,,,2.742,,,,,,,,,,
"Canada",2004,628830,,,,1290.91,1743040,769405,2055120,,,1.841,,,,,,,,,,
"Canada",2005,626217,,,,1373.85,1945720,792964,2111414,,,2.23,,,,,,,,,,
"Canada",2006,619701,,,,1449.22,2159570,814835,2159573,,,2.018,,,,,,,,,,
"Canada",2007,618765,,,,1532.94,2277110,,2227256,,,2.123,,,,,,,,,,
"Canada",2008,594390,,,,1600.08,2548320,,2274744,,,2.385,,,,,,,,,,
"Canada",2009,719627,,,,1523.67,2379940,,2231372,,,0.147,,,,,,,,,,
"Canada",2010,,,,,,,,2259793,,,,,,,,,,,,,
"Denmark",1880,,,,,840,,4539.63,,,,7.95483,203.471,,,,,,,,,
"Denmark",1881,,,,,839,,4586.31,,,,2.10497,202.176,,,,,,,,,
"Denmark",1882,,,,,850,,4749.69,,,,-1.02954,200.855,,,,,,,,,
"Denmark",1883,,,,,868,,4913.07,,,,-5.20881,199.591,,,,,,,,,
"Denmark",1884,,,,,839,,4936.41,,,,-2.19748,197.709,,,,,,,,,
"Denmark",1885,,,,,820,,4971.42,,,,-3.37164,194.907,,,,,,,,,
"Denmark",1886,,,,,819,,5169.81,,,,-4.65051,195.729,,,,,,,,,
"Denmark",1887,,,,,827,,5356.53,,,,0,193.631,,,,,,,,,
"Denmark",1888,,,,,841,,5391.54,,,,-2.43866,190.804,,,,,,,,,
"Denmark",1889,,,,,892,,5461.56,,,,3.74792,188.621,,,,,,,,,
"Denmark",1890,,,,,965,,5788.32,,,,1.20612,187.083,,,,,,,,,
"Denmark",1891,,,,,1008,,5905.02,,,,9.52244,185.596,,,,,,,,,
"Denmark",1892,,,,,1005,,6045.06,,,,-5.43275,183.943,,,,,,,,,
"Denmark",1893,,,,,1000,,6161.76,,,,-5.74764,182.588,,,,,,,,,
"Denmark",1894,,,,,990,,6290.13,,,,-2.43866,208.9,,,,,,,,,
"Denmark",1895,,,,,1039,,6640.23,,,,-2.49962,199.534,,,,,,,,,
"Denmark",1896,,,,,1059,,6885.3,,,,-2.56681,196.877,,,,,,,,,
"Denmark",1897,,,,,1097,,7048.68,,,,0,208.685,,,,,,,,,
"Denmark",1898,,,,,1157,,7165.38,,,,5.26568,206.092,,,,,,,,,
"Denmark",1899,,,,,1217,,7468.8,,,,2.49962,207.891,,,,,,,,,
"Denmark",1900,,,,,1322,,7725.54,,,,2.43866,217.766,,,,,,,,,
"Denmark",1901,,,,,1372,,8052.3,,,,3.56658,246.866,,,,,,,,,
"Denmark",1902,,,,,1396,,8239.02,,,,0,245.198,,,,,,,,,
"Denmark",1903,,,,,1462,,8729.16,,,,-3.44376,243.491,,,,,,,,,
"Denmark",1904,,,,,1479,,8915.88,,,,0,241.798,,,,,,,,,
"Denmark",1905,,,,,1558,,9067.59,,,,2.37772,240.054,,,,,,,,,
"Denmark",1906,,,,,1627,,9324.33,,,,1.16125,252.499,,,,,,,,,
"Denmark",1907,,,,,1739,,9674.43,,,,5.74796,256.316,,,,,,,,,
"Denmark",1908,,,,,1773,,9977.85,,,,2.17895,254.323,,,,,,,,,
"Denmark",1909,,,,,1828,,10362.96,,,,-3.19486,302.133,,,,,,,,,
"Denmark",1910,,,,,1922,,10678.05,,,,1.09744,336.238,,,,,,,,,
"Denmark",1911,,,,,2051,,11249.88,,,,-1.08552,352.353,,,,,,,,,
"Denmark",1912,,,,,2159,,11249.88,,,,5.49518,356.639,,,,,,,,,
"Denmark",1913,,,,,2301,,11670,,,,4.16867,358.06,,,,,,,,,
"Denmark",1914,,,,,,,12405.21,,,,2.99835,360.9,,,,,,,,,
"Denmark",1915,,,,,,,11541.63,,,,16.00264,392.6,,,,,,,,,
"Denmark",1916,,,,,,,12031.77,,,,25.85966,461,,,,,,,,,
"Denmark",1917,,,,,,,11319.9,,,,6.16538,589.1,,,,,,,,,
"Denmark",1918,,,,,,,10946.46,,,,17.41896,603.3,,,,,,,,,
"Denmark",1919,,,,,,,12358.53,,,,15.93395,780.5,,,,,,,,,
"Denmark",1920,,,,,,,12942.03,,,,24.20562,926.2,,,,,,,,,
"Denmark",1921,,,,,,,12568.59,,,,-9.78772,1017.9,,,,,,,,,
"Denmark",1922,,,,,,,13840.62,,,,-6.60436,1125.1,,,,,,,,,
"Denmark",1923,,,,,,,15299.37,,,,5.55692,1124.5,,,,,,,,,
"Denmark",1924,,,,,,,15346.05,,,,5.74094,1133.8,,,,,,,,,
"Denmark",1925,,,,,,,14995.95,,,,-12.21725,1129.2,,,,,,,,,
"Denmark",1926,,,,,,,15871.2,,,,-6.70155,1145.8,,,,,,,,,
"Denmark",1927,,,,,,,16186.29,,,,-2.76194,1143.4,,,,,,,,,
"Denmark",1928,,,,,,,16734.78,,,,-2.27327,1167,,,,,,,,,
